,raw,processed,label,predict
510,"Rakyat skrg ini baru ngomong saja sdh di tangkap, mau cari makan saja tdk bisa krn aturan PSBB sampai PPKM yg tdk humanis, rakyat demo krn tdk setuju thd kebijakan pemerintah di tuduh radikal dll. Trs wakil kita?????? Dia diam menikmati sejuknya AC kantor dan AC mobil mewahnya",rakyat baru bicara tangkap cari makan aturan psbb ppkm humanis rakyat demo setuju kebijakan pemerintah tuduh radikal dan lain-lain terus wakil diam menikmati sejuknya ac kantor ac mobil mewahnya,0,0
511,smoga uda ga diperpanjang lgi nih ppkm gw uda mulai agak jenuh ya bund di ruma,semoga diperpanjang ppkm mulai jenuh iya bunda ruma,0,1
512,@Bangzull__ Mumpung ppkm sekarg aja. 1jt cukup hahaha,ppkm sekarg juta cukup hahaha,1,1
513,"pPKM pelan-pelan kita mati..

Promo potongan nyawa ERA 
Mukidi..

Smg Allah melindungi Rakyat Indonesia dari kedzaliman pemimpinya sendiri,aamiin https://t.co/J1ihD5WKFI",ppkm pelan pelan mati promo potongan nyawa era mukidi semoga allah melindungi rakyat indonesia kedzaliman pemimpinya amin,0,0
514,@mporatne Walau ppkm terus diperpanjang tapi bantuan juga tetap diberikan yaa,ppkm terus diperpanjang bantuan tetap diberikan ya,2,0
515,"sebenernya kemarin ada temen rl yang ngeluh ada ppkm. menurutku ya gamasalah sih ngeluh ppkm, emang gimana lagi susah kalo nyari jalan. tapi, gausah bilang covid itu penyakit biasa. lu kaga tau aja gimana rasanya, belum pernah ngerasain. semoga lu sehat sehat aja ya",kemarin teman real life ngeluh ppkm menurutku iya gamasalah sih ngeluh ppkm susah mencari jalan tidak usah bilang covid penyakit tahu rasanya merasai semoga sehat sehat iya,0,2
516,@Andiarief__ Siapa kah dulu minta lockdown kalau ppkm ajaasih banyak yang protes🤔🤔🤔🤔,kah meminta lockdown ppkm ajaasih protes,0,0
517,Ppkm di perpanjang lagi gak? Pen jalan2 ke Sidoarjo lagi😭,ppkm perpanjang pengen jalan sidoarjo,1,1
518,"@ELFARAFM @Pandutndut @ferryroelz Hai selamat pagi mimin dan penyiar. Gamau lah min masi ppkm gini haha. Mau request lagu Terlukis Indah - Rizky Febian, Ziva Magnolya. Puterin yaa hehe, thankyou #witm",hai selamat pagi admin penyiar gak mau min ppkm tertawa request lagu terlukis indah rizky febian ziva magnolya puterin ya he thankyou,1,1
519,@mhdarief2208 Dan pada akhirnya yang aku butuhkan adalah uang apalagi ppkm di perpanjangan dah lah uang pokonya😁😂,butuhkan uang ppkm perpanjangan uang pokoknya,1,0
520,"Masyarakat dan aparat harus bersama ciptakan suasana yang kondusif, tertib dan taat prokes. 

Demi memutus mata rantai penyebaran Covid 19 dan mensukseskan PPKM.

@PlateJohnny 
@kemkominfo https://t.co/P7GqXVegkF",masyarakat aparat ciptakan suasana kondusif tertib taat prokes memutus mata rantai penyebaran covid mensukseskan ppkm,2,2
521,"Presiden Joko Widodo memberi penekanan agar dilakukan hukum PPKM dengan cara-cara yang humanis, santun, manusiawi &amp; tidak berlebihan meski tetap tegas. PPKM adalah bentuk negara melindungi keselamatan rakyatnya. 

@jokowi Lawan Pandemi https://t.co/e3XmVn3FGm",presiden joko widodo memberi penekanan dilakukan hukum ppkm cara cara humanis santun manusiawi amp berlebihan tetap tegas ppkm bentuk negara melindungi keselamatan rakyatnya lawan pandemi,2,0
522,"Di Wembley PPKM nya sih jam brapa,,, https://t.co/rg4fV1rn3K",wembley ppkm nya sih jam,1,1
523,"aku suka ppkm without m. pepek. 

canda pepek.",suka ppkm without pepek canda pepek,1,1
524,"PPKM tlg jgn diperpanjang dulu 3hri, ntar klo gw dah balek jkrta baru perpanjang lagi 🤧",ppkm tolong diperpanjang hari balek jakarta baru perpanjang,1,1
525,"Ada gubernur yang acting marah2 kepada perusahaan swasta karena tetap beroperasi saat PPKM

Tapi dia ga tau perusahaan tsb memang harus beroperasi selama PPKM darurat

Gubernur kok suka ngelawak sih? 

Niat pengen terlihat bekerja ehh malah ngetes otak dangkal sendiri 🤣",gubernur acting marah perusahaan swasta tetap beroperasi ppkm tahu perusahaan beroperasi ppkm darurat gubernur suka melawak sih niat terlihat bekerja eh ngetes otak dangkal,0,1
526,"bukti dari awal pandemi hingga kini,yg namanya PSBB/prokes/PPKM di medan maimun = HOAX @jokowi @kompasiana @tempodotco @kemendagri @medantalk @Prambors @RRI @RadioElshinta @indiainmedan @voaindonesia @BBCIndonesia @CNNIndonesia @PDI_Perjuangan @Jovian696 https://t.co/Yn25DVwqtq",bukti awal pandemi namanya psbb prokes ppkm medan maimun isu bohong,0,0
527,"@bertanyarl Temenku mau nikah tbtb ppkm awal bgt itu dimulai, dia sm psangannya mutusin nikah di KUA aja dan resepsi diundur, mnrtku org lain jg tau kondisi saat ini gmn, bisa dibicarain baik2 sm keluarga bsr, bikin undangan lewat zoom &amp; online",temenku nikah tiba-tiba ppkm awal banget dimulai psangannya memutuskan nikah kua resepsi diundur mnrtku orang tahu kondisi gimana dibicarain baik keluarga bsr undangan lewat zoom amp onlen,1,0
528,"RI negara merdeka, Palestina negara terjajah. Di RI banyak orang susah, di Palestina juga. Tapi di sini karena merdeka dan bisa bebas berkegiatan ekonomi (sebelum PPKM) tentunya kesejahteraannya bisa lebih baik dari Palestina, terutama Gaza yg ke mana2 ada checkpoint. https://t.co/YPW6k1ZpAp",ri negara merdeka palestina negara terjajah ri orang susah palestina merdeka bebas berkegiatan ekonomi ppkm kesejahteraannya baik palestina terutama gaza checkpoint,1,0
529,"Waspada, semoga ada solusi terbaik, tidak cukup dengan membagi sembako dan PPKM darurat bukan hanya Jakarta https://t.co/XkRdfP3yWi",waspada semoga solusi terbaik cukup membagi sembilan bahan pokok ppkm darurat jakarta,2,1
530,@Yang_M0elia Contoh yg merugikan rakyat  ppkm,contoh merugikan rakyat ppkm,0,0
531,"Hmm idul adha ga bisa kemana2 karena masih ppkm, ngapain ya hari ini ceilah",hmm idul adha kemana ppkm sedang apa iya hari ceilah,0,1
532,"@ajunicecream @schfess Nnti aku coba deh, lgi ppkm kan ga boleh ke luar provinsi ya",coba deh ppkm luar provinsi iya,1,1
533,"PPKM bisa sukses bila semua element bersinergi tidak hanya aparat saja, Perusahaan non esensial juga harus patuh, aparat desa, baik camat dan lurah hingga RT/RW dapat mensosialisasikan kpda warga untuk patuh pada PPKM. 

#GerakCepatVaksinasiCovid

https://t.co/5L25WDVxDo",ppkm sukses element bersinergi aparat perusahaan non esensial patuh aparat desa baik camat lurah rw mensosialisasikan kpda warga untuk patuh ppkm,2,2
534,PPKM darurat level 4 diperpanjang sampai kau jadi milikku🙃,ppkm darurat level diperpanjang jadi milikku,1,1
535,"dear indonesia,
cepet sembuh ya bro hehe sebenernya lu tuh udh bnr kok ada psbb,ppkm gw tau lu masih ngertiin kita masih mau kita sehat.Tapi,banyak org yg bingung mau makan apa besok? disini masih banyak yg membutuhkan pekerjaan untuk bertahan hidup.
Semoga cepet sembuh indonesia",dear indonesia cepat sembuh iya saudara laki-laki he udah benar psbb ppkm tahu mengerti sehat orang bingung makan besok membutuhkan pekerjaan untuk bertahan hidup semoga cepat sembuh indonesia,2,0
536,Serda Sutarman anggota Koramil 01/Karanganyar Melaksanakan giat apel gabungan dalam rangka penyemprotan dan patroli operasi penegakan disiplin protokol kesehatan pada masa PPKM Darurat di wilayah Karanganyar dengan sasaran penyemprotan jln Raya matesih menuju Karangpandan https://t.co/Kg8ER0LLmC,serda sutarman anggota koramil karanganyar melaksanakan giat apel gabungan rangka penyemprotan patroli operasi penegakan disiplin protokol kesehatan masa ppkm darurat wilayah karanganyar sasaran penyemprotan jalan raya matesih menuju karangpandan,2,2
537,"libur semester tapi ppkm , huhu",libur semester ppkm huhu,0,1
538,"@sasugadewajik @GuyonWaton Itu kalo PPKM gak punya pulsa atw paket data kan gak betah PPKM, gak bisa bales tweet @GuyonWaton 😂😂",ppkm punya pulsa paket data betah ppkm balas tweet,1,1
539,"Ngopi doloe, ketimbang mikir PPKM https://t.co/aTupR2hsgP",ngopi doloe ketimbang mikir ppkm,1,1
540,@Askrlfess Ada yang mau nerima ? Lagi ppkm gini,menerima ppkm,1,1
541,@Dimasaw_co @Kayakuwek @Uki23 @aniesbaswedan @Metro_TV PPKM kebijakan dari mana???... itu aja jawab.. ntar bisa tau siapa yg lu bisa omelin..,ppkm kebijakan jawab tahu omelin,0,0
542,"Pandegalng-bintaro 
Ketika kuliah normal aja kesusahan sekrang ditambah dengan PPKM, kesusahan itu semakin membuat saya depresi.

Brangkat dari rumah yang biasanya ke stasiun 1 jam kini harus 2 jam perjalanan karena harus ke stasiun cikoya yang letaknya di tanggerang. https://t.co/4z5ah4rz4k",pandegalng bintaro kuliah normal kesusahan ditambah ppkm kesusahan membuat depresi brangkat rumah stasiun jam jam perjalanan stasiun cikoya letaknya tanggerang,0,1
543,"@TRANSTV_CORP Ntah lah.. Ppkm usai pun, gak menjamin warganya yg jelong² bisa taat prokes...",ppkm usai menjamin warganya jelong taat prokes,0,2
544,"Tapi masih ppkm, jadi me timenya lari aja ke lapangan Siliwangi smpe capek",ppkm jadi me timenya lari lapangan siliwangi cape,1,1
545,"ppkm diperpanjang
hubungan diakhiri https://t.co/444i5DsgOI",ppkm diperpanjang hubungan diakhiri,1,1
546,"ppkm nanggung , jln gede doang ditutup tp bisa lewat jln kicil. buang2 waktu muter HAHAHAHA  🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂",ppkm nanggung jalan gede doang ditutup lewat jalan kicil buang waktu muter hahahaha,0,0
547,"1 bln yg llu, cumn bisa liat km dan saat itu aku langsung jatuh cinta.
Ada ksempatan kita bertemu, dan aku berusaha baik. Hingga ahirnya kamu merasa nyaman dan kita jatuh cinta.
Dan udah ppkm km mau kuliah jauh, dan aku harus balik kampung :(
Mudah datang, cepat hilang.",bulan llu cuman lihat langsung jatuh cinta ksempatan bertemu berusaha baik ahirnya merasa nyaman jatuh cinta ppkm kuliah jauh balik kampung mudah datang cepat hilang,1,0
548,"@kompascom Kebijakan istilah PSBB, PPKM MIKRO, PPKM DARURAT, PPKM LEVEL 4. Hanya gara2 hindari kata LOCKDOWN n tidak mau jalankan UU KEKARANTINAAN !! BNGSD !(",kebijakan istilah psbb ppkm mikro ppkm darurat ppkm level gara hindari kata lockdown jalankan uu kekarantinaan bngsd,0,0
549,"Ga sebel ama ppkm nya ko 
Tapi sebel dikit deh . Kmrn botram juga uda lagi naek2 nya eh lockdown. Dan berimbas matinya usaha gue yg gue rintis dr awal dr muter2 pake bemo

Skrg juga gitu baru bikin booth di depan dan mulai rame yg dateng eh ppkm smoga bisa bertahan .",sebel ppkm nya sebel dikit deh kemarin botram naik nya eh lockdown berimbas matinya usaha rintis awal muter pakai bemo baru booth mulai ramai datang eh ppkm semoga bertahan,0,0
550,"Pernah Perhatian Kemudian Menghilang
Ia kamu sama kyk PPKM 🙃",perhatian menghilang kayak ppkm,0,1
551,"@JebuelMania900 panggilan bung itu untuk saudara seperjuangan merebut kedaulatan negara, tp kalo masih membiarkan TKA CINA masuk saat PPKM, kelu lidah ini menyebut dengan bung...",panggilan bung untuk saudara seperjuangan merebut kedaulatan negara membiarkan tka cina masuk ppkm kelu lidah menyebut bung,0,0
552,Gua udah berharap dari kemaren PPKM ga di perpanjang eh ternyata..,berharap kemarin ppkm perpanjang eh ternyata,1,0
553,"@CalicoKocheng Untung gajadi, tadinya mau balik pas ppkm kelar, eh diperpanjang 😂",untung tidak jadi balik pas ppkm kelar eh diperpanjang,1,0
554,"@susucapi Dan beginilah suasana PPKM darurat di Wembley, London! Wkkww 😂 https://t.co/3E2toxcnvv",suasana ppkm darurat wembley london wkkww,1,1
555,Bansos PPKM https://t.co/EhQNsFrF0Z,bansos ppkm,1,0
556,"Aku baru nyoba, dapet dari temen juga ges mayan loh buat jajan kalian dimasa ppkm gini👍🏻😂 https://t.co/sTqbl0OW4Y",baru mencoba teman guys lumayan loh jajan dimasa ppkm,2,1
557,Mulai Brewokan gara2 PPKM https://t.co/8WC14uygPD,mulai brewokan gara ppkm,1,0
558,"@caesar_emil SEMANGAT WAK,,,,
PPKM jgn SAMPAI BUNCIT PERUTNYA YAAAA,,,,WAK",semangat wak ppkm buncit perutnya iya wak,1,2
559,"Selamat pagi, hari terakhir perpanjangan PPKM, feeling gw sih diperpanjang lagi krn angka kasus covid harian msh tinggi. PPKM basa-basi, krn di jalanan gw lihat mobil &amp; sepeda motor ramai, titik penyekatan cuma ada tendanya doang, penghalang jalan jg digeser dikit spy bs lewat 😆",selamat pagi hari terakhir perpanjangan ppkm feeling sih diperpanjang angka kasus covid harian tinggi ppkm basa basi jalanan lihat mobil amp sepeda motor ramai titik penyekatan tendanya doang penghalang jalan digeser dikit lewat,0,0
560,"@AntonTenabang02 Perpanjangan PPKM, membuat rakyat Pelan Pelan Kian Merana.

#LurahEndGame",perpanjangan ppkm membuat rakyat pelan pelan kian merana,0,1
561,"@mamas_zuhri @disdukcapilkab @disdukcapilkab saya mau cetak KTP baru karena baru pindahan (datang Kab Bogor) karena untuk pendaftaran vaksin, sementara di AEON sentuh dan ITC Mall Cibinong ditutup selama PPKM ? Bisakah cetak di Desa/Kelurahan atau di Kecamatan ? Saya di Kecamatan Gunung Putri",cetak ktp baru baru pindahan datang kabupaten bogor untuk pendaftaran vaksin aeon sentuh itc mall cibinong ditutup ppkm cetak desa kelurahan kecamatan kecamatan gunung putri,1,0
562,PPKM level 76 masyarakat wajib ngrogo sukmo mengeluarkan rohnya aja kalo ingin pergi Ke luar rumah.,ppkm level masyarakat wajib ngrogo sukmo mengeluarkan rohnya pergi luar rumah,1,1
563,"@AndroidDev77 @SAPAR752 @RachlanNashidik kritik boleh taat ttp wajib... apa km sdh taat prokes, VAKSIN dan aturan PPKM?",kritik taat tetap wajib taat prokes vaksin aturan ppkm,1,2
564,"Terus semalem aku ke borma, sepanjang jalan kagak ada social distancing nya, kagak ada rasa PPKM nya samsek, pada ga pake masker pula 😩",terus semalem borma jalan social distancing nya rasa ppkm nya sama sekali pakai masker,0,0
565,"Apakah harus seperti ini yg Terhormat  Bapak Presiden @jokowi
???

Pria Bersimbah Darah di Posko Penyekatan PPKM Solok-Padang, Ngaku Matanya Ditusuk Petugas dan Buta https://t.co/QsgCdwrkgR",terhormat bapak presiden pria bersimbah darah posko penyekatan ppkm solok padang mengaku matanya ditusuk petugas buta,0,0
566,Apakah krs di uns mengalami PPKM level 4. Soalnya akses nya terbatas dan ngga bisa diakses.,kartu rencana studi uns mengalami ppkm level soalnya akses nya terbatas diakses,1,1
567,"@xvizh Ppkm kwandd,,",ppkm kwandd,1,1
568,"Selamat pagi Kopi, Jangan Kendor dengan PPKM #VaksinPerkuatImunitas https://t.co/ae1kcQBoFj",selamat pagi kopi kendor ppkm,2,1
569,Sudah tidak paham lagi soal PPKM di perpanjang.,paham soal ppkm perpanjang,0,1
570,"PPKM
Pelan - pelan kita mati.",ppkm pelan pelan mati,0,0
571,"S3lamat Idul Adha kawan pasti beda banget ya sama tahun lalu ada yang namanya #dirumahaja bcs ppkm tetap sehat kawan disana lekas membaik bumiku dan ayo kita lepas masker ayo kita sekolaah lagi 
#EidMubarak
#EidAlAdha https://t.co/hW1HcUUBdK",lamat idul adha kawan beda banget iya tahun namanya bcs ppkm tetap sehat kawan disana lekas membaik bumiku ayo lepas masker ayo sekolaah,2,2
572,@hahaha_3x emng doi dom mana?susah juga kalo kya gini lg ppkm,doi domisili susah kaya ppkm,0,0
573,"Area Kedungwuni, Doro , dan beberapa tempat usaha kuliner di Kab. PKL, sejak PPKM Darurat ini diberlakukan, geliat pengunjung sepi sekali.
Pedagang yang kebanyakan wong cilik itu pada ngeluh.

___
Foto👇, kejadian semalam diambil dari status WA kawan, Pringlangu-Pekalongan.",area kedungwuni doro tempat usaha kuliner kabupaten pkl ppkm darurat diberlakukan geliat pengunjung sepi pedagang kebanyakan cilik ngeluh foto kejadian semalam diambil status whatsapp kawan pringlangu pekalongan,0,0
574,"Untung ppkm darurat diperpanjang sampe akhir juli, coba klo sampe tottenham dpt trofi 🤪",untung ppkm darurat diperpanjang akhir juli coba tottenham trofi,1,1
575,"Penyebaran kasus Cvd-19 sudah mulai cenderung menurun setelah PPKM level 4 dijalankan, sudah mulai flattening dan menurun, tapi ini mesti hati-hati sekali karena masih masih fluktuatif ke depannya, Tetap patuhi prokes itu penting ya gaes.🙏 
#TetapProkesJanganKendor https://t.co/syB3NxLIWO",penyebaran kasus cvd mulai cenderung menurun ppkm level dijalankan mulai flattening menurun mesti hati hati fluktuatif depannya tetap patuhi prokes penting iya guys,2,2
576,"@BANKBRI_ID min, kartu ATM terblokir gimana ya min? Mau ngurus ke Bank lagi PPKM",min kartu atm terblokir iya min mengurus bank ppkm,1,1
577,"@azzura_lhi Nasinya menggoda banget, ppkm diperpanjang demi kebaikan bersama ya Mbak",nasinya menggoda banget ppkm diperpanjang kebaikan iya mbak,2,1
578,"Kondisi saat ini lagi bener2 butuh dolar, ppkm oh ppkm",kondisi benar butuh dolar ppkm oh ppkm,0,0
579,"@bertanyarl ppkm nder, di rumah aj",ppkm brother rumah aja,1,1
580,"@e100ss Curcol' saya taat ppkm berharap pademi ini cepet selesai, agar saya bisa kerja lagi (eo), rasanya ingin menangis melihat orang2 yg seenaknya melanggar ppkm, prokes, dll. Tolong saudara setanah air, ayo kita kompak agar pademi ini cepat selesei.",curahan hati colongan taat ppkm berharap pademi cepat selesai kerja eo rasanya menangis melihat orang seenaknya melanggar ppkm prokes dan lain-lain tolong saudara setanah air ayo kompak pademi cepat selesei,2,0
581,"@Chydes_ad @nila_mrt Numpang beken. Penumpang gelap mencari pencintraan diri, demi keuntungan pribadi. Minta perhatian orang. Biar dibilang peduli dan hebat.
PPKM = Pencintraan Pangeran Kerajaan Mangkrak.😅😅😅😅",numpang beken penumpang gelap mencari pencintraan keuntungan pribadi meminta perhatian orang dibilang peduli hebat ppkm pencintraan pangeran kerajaan mangkrak,0,0
582,Sahabat Twips...apakah kepanjangan PPKM versi anda?,sahabat twips kepanjangan ppkm versi,1,1
583,@LsOwien Kalau gue sudah nga respek dgn berita virus dan kematian apalagi tntng vaksin. Bgi saya yg lebih pnting dari pada itu bagaimana usaha sya bisa bertahan selama PPKM. Kalau Corona itu bisa menyebar akibat berkerumun maka jkw sudah kena Corona krna serng dikerumunin rakyat.,respek berita virus kematian tntng vaksin penting usaha bertahan ppkm corona menyebar akibat berkerumun jokowi kena corona serng dikerumunin rakyat,0,0
584,Ges maaf kemaren itu pengalihan isu PPKM,guys maaf kemarin pengalihan isu ppkm,0,1
585,"@FKadrun Waah bisa2 mereka merasa terancam, maka PPKM akan terus meningkat level kepedasannya dari 1-4 menjadi 1-10 dan itu diperpanjang tiap sebulan, minimal sampe 2024 😀😀",merasa terancam ppkm terus meningkat level kepedasannya menjadi diperpanjang sebulan minimal,0,1
586,"Baru sadar pocket-Al Quran gw ngilang.. kemane ya tuh al quran kecil gemes bngt gw bawa kemana2 pas blm ppkm 😂😂

Yaudala saatnya beli baru",baru sadar pocket al quran hilang kemane iya al quran gemas banget bawa kemana pas ppkm yaudala beli baru,1,1
587,@geloraco Sekalian siapkan lahan kuburan yg banyak bu pas ppkm selesai rakyatmu mati kelaparan☠☠,siapkan lahan kuburan bu pas ppkm selesai rakyatmu mati kelaparan,0,0
588,"Menilai ""lock down"" Lbh baik ketimbang PPKM. Sayangnya disampaikan oleh org yg wl tdk ngantor, tetap trm Rp 100 jt/bln.nya. https://t.co/nMlQK6qMnU",menilai lock down baik ketimbang ppkm sayangnya disampaikan orang wl ngantor tetap terima rp juta bulan nya,0,0
589,@pocomgggg Nnti beres ppkm nikah wkwk,beres ppkm nikah wkwk,1,1
590,@mrtbkmanisss baru ppkm,baru ppkm,1,1
591,"Mari taati dan patuhi aturan PPKM 
#TetapWaspadaCovidMasihAda https://t.co/gItOmMINpY",mari taati patuhi aturan ppkm,2,2
592,"madura sebelum ada ppkm kasus covid nya dikit pas ada ppkm jd meningkat, aneh https://t.co/aRMvyDcp5e",madura ppkm kasus covid nya dikit pas ppkm jadi meningkat aneh,0,0
593,"Pak @Pak_JK sebenarnya sanggup beri donasi besar, minimal Ratusan Milyar lah kalau dari kekayaannya. Tinggal tunggu ada malaikat yg berbisik untuk menggerakan.  Mungkin malaikatnya masih kena PPKM, belum bisa datang. https://t.co/s5JSbBBCCl",pak sanggup beri donasi besar minimal ratusan milyar kekayaannya tinggal tunggu malaikat berbisik untuk menggerakan malaikatnya kena ppkm datang,0,0
